Latitude,Longitude,Methane (CH4) emissions metric tons carbon equivalent,Industry Type (sectors),Facility Name,Address,City,State,Zip Code,County
32.81,-96.96,136275.25,Waste,City of Irving/ Hunter Ferrell Landfill,825 W. Irving Blvd.,Irving,TX,75060,DALLAS COUNTY
35.30,-81.55,135704.75,Waste,CLEVELAND COUNTY LANDFILL,"200 South Post Road, OFF AIRPORT",SHELBY,NC,28152,CLEVELAND COUNTY
41.52,-84.59,135490.5,Waste,WILLIAMS COUNTY LANDFILL,12539 COUNTY ROAD G,BRYAN,OH,43506,WILLIAMS COUNTY
37.82,-81.17,135418.25,Waste,Raleigh County Solid Waste Authority Landfill,200 Fernandez Drive,Beckley,WV,25801,RALEIGH COUNTY
35.30,-84.76,134753.75,"Pulp and Paper,Waste",Resolute Forest Products Calhoun Operation,5020 HWY 11 SOUTH,CALHOUN,TN,37309,Mcminn
32.82,-80.11,134528.5,Waste,CHARLESTON COUNTY LANDFILL,1344 BEES FERRY ROAD,CHARLESTON,SC,29414,CHARLESTON COUNTY
31.75,-102.55,133496.5,Waste,Charter Waste Landfill,12035 West Murphy Road,Odessa,TX,79764,ECTOR COUNTY
30.10,-97.76,133165.5,Waste,TEXAS DISPOSAL SYSTEMS LANDFILL,3016 FM 1327,BUDA,TX,78610,TRAVIS COUNTY
29.93,-93.94,132837.5,Waste,City of Port Arthur Landfill,4732 West Highway 73,Beaumont,TX,77705,JEFFERSON COUNTY
45.72,-108.54,132607.25,Waste,BILLINGS CITY LANDFILL,5240 JELLISON ROAD 4 1/2 MI S.,BILLINGS,MT,59101,YELLOWSTONE COUNTY
34.54,-82.31,132378.75,Waste,TWIN CHIMNEYS LANDFILL,11075 AUGUSTA RD (HWY 25S),HONEA PATH,SC,29654,GREENVILLE COUNTY
39.04,-94.79,132257.5,Waste,"DEFFENBAUGH INDUSTRIES, INC.",18181 W. 53RD,SHAWNEE,KS,66217,JOHNSON COUNTY
40.47,-74.39,132157,Waste,Middlesex County Landfill,53 Edgeboro Rd,East Brunswick,NJ,8816,MIDDLESEX COUNTY
32.41,-86.32,132150.5,Waste,MONTGOMERY CITY OF,115 DIVISION ST,MONTGOMERY,AL,36104,MONTGOMERY COUNTY
41.34,-82.60,131721.25,Waste,ERIE COUNTY SANITARY LANDFILL,10102 HOOVER RD,MILAN,OH,44846,ERIE COUNTY
31.61,-93.56,131196.25,Waste,SABINE PARISH LANDFILL,955 SABINE LANDFILL ROAD,MANY,LA,71443,SABINE PARISH
32.49,-91.97,131182.75,Waste,White Oaks Landfill,588 Meadowlark Drive,Monroe,LA,71203,OUACHITA PARISH
37.24,-92.46,130676.75,Waste,BLACK OAK LANDFILL,5054 HIGHWAY HH,HARTVILLE,MO,65667,WRIGHT COUNTY
38.32,-81.61,130211,Waste,Charleston Landfill,741 South Park Road,Charleston,WV,25304,KANAWHA COUNTY
26.79,-81.96,129725.5,Waste,CHARLOTTE CO.BOARD OF CO.COMMISIONERS,29751 ZEMEL ROAD,PUNTA GORDA,FL,33955,CHARLOTTE COUNTY
47.44,-97.06,128797,"Minerals,Waste",AMERICAN CRYSTAL SUGAR - HILLSBORO,121 Highway 81 NE,HILLSBORO,ND,58045,TRAILL COUNTY
35.93,-79.29,127969,Waste,Alamance County Landfill,2701 Austin Quarter Rd.,Graham,NC,27253,ALAMANCE COUNTY
33.18,-95.88,126372,Waste,MALOY SOLID WASTE LANDFILL,2811 FM 1568,CAMPBELL,TX,75422,HUNT COUNTY
47.93,-97.01,126314,"Minerals,Waste",AMERICAN CRYSTAL SUGAR - E GRAND FORKS,1020 Business Hwy 2,EAST GRAND FORKS,MN,56721,POLK COUNTY
37.38,-93.34,126155.5,Waste,SPRINGFIELD SANITARY LANDFILL,3545 W FARM RD 34,WILLARD,MO,65781,GREENE COUNTY
33.88,-116.99,126010,Waste,LAMB CANYON SANITARY LANDFILL,16411 LAMB CANYON RD,BEAUMONT,CA,92223,RIVERSIDE COUNTY
46.61,-120.39,125699.25,Waste,YAKIMA COUNTY TERRACE HTS LANDFILL,7151 ROZA HILL DRIVE,YAKIMA,WA,98901,YAKIMA COUNTY
33.87,-101.87,125447.75,Waste,West Texas Region Disposal Facility,17304 North FM 2528,Abernathy,TX,79311,HALE COUNTY
39.46,-82.28,125374,Waste,Athens-Hocking Reclamation Center Landfill,17970 Diamond Brick Road (Old U.S. Route 33),Nelsonville,OH,45764,ATHENS COUNTY
38.01,-121.94,125026,Waste,KELLER CANYON LANDFILL,901 BAILEY ROAD,PITTSBURG,CA,94565,CONTRA COSTA COUNTY
32.00,-102.08,124222,Waste,City of Midland MSW Landfill,300 N. Loraine,Midland,TX,79701,MIDLAND COUNTY
40.87,-87.36,124121.25,Waste,NEWTON COUNTY LANDFILL,2266 E 500 SOUTH ROAD,BROOK,IN,47922,NEWTON COUNTY
38.55,-104.66,123629.25,Waste,Midway Landfill,8925 Rancho Colorado Boulevard,Fountain,CO,80817,PUEBLO COUNTY
32.54,-114.62,123523.25,Waste,South Yuma County Landfill,19536 South Avenue 1R,Yuma,AZ,85365,YUMA COUNTY
36.28,-91.63,123024.5,Waste,Cherokee Village Landfill,100 Landfill Road,Cherokee Village,AR,72529,FULTON COUNTY
40.88,-86.70,122355,Waste,LIBERTY LANDFILL,8635 E SR 16,MONTICELLO,IN,47960,WHITE COUNTY
36.08,-87.94,122032,"Pulp and Paper,Waste",Hood Container Corporation,2877 SCEPTER ROAD,WAVERLY,TN,37185,HUMPHREYS COUNTY
33.49,-117.63,121884.5,Waste,PRIMA DESHECHA LANDFILL,32250 LAPATA AVE,SAN JUAN CAPISTRANO,CA,92675,ORANGE COUNTY
38.72,-93.30,121855.25,Waste,CENTRAL MISSOURI LANDFILL,21469 HIGHWAY 50 WEST,SEDALIA,MO,65301,PETTIS COUNTY
38.66,-90.13,121813.5,Waste,Milam Recycling and Disposal Facility,601 Madison Road,East Saint Louis,IL,62201,ST. CLAIR COUNTY
33.63,-96.84,121740.75,Waste,TEXOMA AREA SOLID WASTE AUTHORITY LANDFI,25090 STATE HIGHWAY 56,WHITESBORO,TX,76273,GRAYSON COUNTY
42.27,-83.46,121592.5,Waste,SAUK TRAIL HILLS LANDFILL,5011 LILLEY ROAD,CANTON TWP,MI,48188,WAYNE COUNTY
32.06,-93.59,121417.75,Waste,MUNDY LANDFILL,2712 HWY 84 EAST,MANSFIELD,LA,71052,DE SOTO PARISH
34.94,-76.95,121381,Waste,Coastal Regional Solid Waste Management Authority,7400 Old US 70 West,New Bern,NC,28562,CRAVEN COUNTY
33.95,-98.68,121274,Waste,IESI Buffalo Creek Landfill,1201 W Smith Ave,Iowa Park,TX,76367,WICHITA COUNTY
40.59,-104.83,121177.75,Waste,NORTH WELD SANITARY LANDFILL,40000 WELD COUNTY RD 25,AULT,CO,80610,WELD COUNTY
43.49,-116.70,121155.5,Waste,Pickles Butte Sanitary Landfill,15500 Missouri Ave,Nampa,ID,83686,CANYON COUNTY
32.61,-117.01,121002,Waste,OTAY LANDFILL,1700 MAXWELL ROAD,CHULA VISTA,CA,91911,SAN DIEGO COUNTY
32.18,-85.03,120936.25,"Pulp and Paper,Waste","WestRock Coated Board, LLC",1817 Highway 165 South,PHENIX CITY,AL,36868,Russell
34.29,-118.40,120759.75,Waste,LOPEZ CANYON LANDFILL,11950 LOPEZ CANYON RD,LAKE VIEW TERRACE,CA,91342,LOS ANGELES COUNTY
32.00,-95.27,120629.5,Waste,ROYAL OAKS LANDFILL,608 CR 4102,JACKSONVILLE,TX,75766,CHEROKEE COUNTY
33.78,-117.47,118844.25,Waste,EL SOBRANTE LANDFILL,10910 DAWSON CANYON ROAD,CORONA,CA,92883,RIVERSIDE COUNTY
25.94,-97.40,118640,Waste,Brownsville Municipal Landfill,9000 FM 802,Brownsville,TX,78521,CAMERON COUNTY
34.20,-97.04,117955.25,Waste,Southern Oklahoma Regional Disposal Landfill,31 SORD Drive,Ardmore,OK,73402,CARTER COUNTY
40.12,-75.90,117315.5,Waste,CONESTOGA LANDFILL,420 Quarry Road,MORGANTOWN,PA,19543,CHESTER COUNTY
37.90,-97.81,116850.25,Petroleum and Natural Gas Systems,Haven Gas Plant,,Haven,KS,67543,RENO COUNTY
36.60,-82.15,116799,Waste,BRISTOL VIRGINIA INTEGRATED SOLID WASTE FACILITY,2655 Valley Drive,BRISTOL,VA,24201,BRISTOL CITY
40.93,-88.66,116685.5,Waste,LIVINGSTON LANDFILL,14206 E 2100 N RD,PONTIAC,IL,61764,LIVINGSTON COUNTY
41.81,-86.33,116403.75,Waste,SOUTHEAST BERRIEN COUNTY LANDFILL,3200 CHAMBERLAIN ROAD,BUCHANAN,MI,49107,BERRIEN COUNTY
34.11,-117.93,115967.5,Waste,AZUSA LAND RECLAMATION CO INC INERT LF,1211 W GLADSTONE ST,AZUSA,CA,91702,LOS ANGELES COUNTY
31.66,-93.32,115736.5,Petroleum and Natural Gas Systems,Robeline Plant,1755 Central Loop,Robeline,LA,71469,NATCHITOCHES PARISH
37.24,-77.37,115574.25,Waste,PETERSBURG CITY LANDFILL,390 INDUSTRIAL DR,PETERSBURG,VA,23803,PETERSBURG CITY
34.82,-97.44,115566.5,Petroleum and Natural Gas Systems,OFS GPRP Maysville,,MAYSVILLE,OK,73057,GARVIN COUNTY
30.60,-97.55,115461.5,Waste,WILLIAMSON COUNTY LANDFILL HUTTO,600 CR 128,HUTTO,TX,78634,WILLIAMSON COUNTY
41.29,-82.17,115258.25,Waste,LORAIN COUNTY LANDFILL I & II,43502 OBERLIN-ELYRIA ROAD,OBERLIN,OH,44074,LORAIN COUNTY
33.28,-81.80,114497,Waste,THREE RIVERS REGIONAL MSW LANDFILL,9900 ATOMIC RD,JACKSON,SC,29831,AIKEN COUNTY
38.22,-75.34,114493.5,Waste,CENTRAL SANITARY LANDFILL,7091 CENTRAL SITE LANE,NEWARK,MD,21841,WORCESTER COUNTY
17.98,-66.30,113870,Waste,Salinas Landfill,"BO AGUIRRE, RD #3 HECTOMETRO 7",SALINAS,PR,751,SALINAS MUNICIPIO
29.68,-91.24,113832.75,Waste,HAROLD J LANDRY LANDFILL,752 THORGUSON DRIVE,BERWICK,LA,70342,ST. MARY PARISH
37.71,-81.90,113738.25,Other,Lower War Eagle Deep Mine,PO Box 446,Man,WV,25635,LOGAN COUNTY
32.81,-92.41,112998.25,Waste,Union Parish Sanitary Landfill,120 Landfill Road,Farmerville,LA,71241,UNION PARISH
41.61,-87.33,112620.25,"Metals,Waste",US Steel Corp - Gary Works,1 NORTH BROADWAY,GARY,IN,46402,Lake
41.79,-89.89,112550.5,Waste,WHITESIDE COUNTY LANDFILL,18762 LINCOLN RD.,MORRISON,IL,61270,WHITESIDE COUNTY
37.27,-83.24,112348.75,Other,15-18565/15-18662,1021 Tori Drive,Hazard,KY,40701,PERRY COUNTY
18.42,-66.74,112327.5,Waste,Arecibo Landfill,"Carr. PR-682 Interior, Sector Garrochales, Bo. Factor II",Arecibo,PR,612,ARECIBO MUNICIPIO
37.73,-85.72,112252.75,Waste,Hardin County Landfill,1620 Audubon Trace,Elizabethtown,KY,42701,HARDIN COUNTY
31.08,-97.31,111909,Waste,TEMPLE RECYCLING AND DISPOSAL FACILITY,706 LANDFILL RD,TEMPLE,TX,76501,BELL COUNTY
27.20,-82.39,111809.75,Waste,Central County Solid Waste Disposal Complex,4000 Knights Trial Road,Nokomis,FL,34275,SARASOTA COUNTY
39.72,-86.21,111373.5,Waste,SOUTH SIDE LANDFILL INC,2561 KENTUCKY AVENUE,INDIANAPOLIS,IN,46221,MARION COUNTY
27.63,-97.57,111197,Waste,Cefe Valenzuela Landfill,2397 County Road 20,Bishop,TX,78343,NUECES COUNTY
34.79,-78.91,111151.75,Waste,ROBESON COUNTY LANDFILL,246 LANDFILL ROAD,ST. PAULS,NC,28384,ROBESON COUNTY
32.36,-97.20,110639.5,Waste,TURKEY CREEK LANDFILL,9100 S INTERSTATE 35 W,ALVARADO,TX,76009,JOHNSON COUNTY
36.67,-120.14,110383.5,Waste,AMERICAN AVENUE LANDFILL,18950 W AMERICAN AVENUE,KERMAN,CA,93630,FRESNO COUNTY
30.51,-88.54,110296.25,Waste,Macland Disposal Center Commercial and Industrial Landfill,11300 Hwy 63,Moss Point,MS,39552,JACKSON COUNTY
32.12,-94.71,110113,Waste,IESI East Texas Regional Landfill,5155 FM 2867,Henderson,TX,75653,RUSK COUNTY
42.77,-84.53,109513.5,Waste,GRANGER Wood Street Landfill,16980 Wood Road,LANSING,MI,48906,CLINTON COUNTY
37.67,-76.77,109229,Waste,KING AND QUEEN LANDFILL,1000 IRIS RD,LITTLE PLYMOUTH,VA,23091,KING AND QUEEN COUNTY
34.13,-84.04,108710.5,Waste,RICHLAND CREEK ROAD LANDFILL,5691 SOUTH RICHLAND CREEK ROAD,BUFORD,GA,30518,GWINNETT COUNTY
29.33,-98.67,108526,Waste,Nelson Gardens Landfill,8963 Nelson Road,San Antonio,TX,78223,BEXAR COUNTY
30.32,-91.24,108310.25,"Chemicals,Waste",The Dow Chemical Company -- Louisiana Operations,21255 Highway 1 South,PLAQUEMINE,LA,70765,IBERVILLE PARISH
30.34,-94.07,108223.5,"Pulp and Paper,Waste","WESTROCK TEXAS, L.P.",1913 FM 105,EVADALE,TX,77615,JASPER COUNTY
33.24,-84.12,108185.25,Waste,PINE RIDGE LANDFIL,105 BAILEY JESTER RD,GRIFFIN,GA,30223,SPALDING COUNTY
44.35,-85.40,107758,Waste,WEXFORD COUNTY LANDFILL,990 North Mackinaw Trail,Manton,MI,49663,WEXFORD COUNTY
35.72,-95.43,107606.5,Waste,MUSKOGEE COMMUNITY LNDFLL,2801 S 54TH ST W,MUSKOGEE,OK,74401,MUSKOGEE COUNTY
41.90,-88.69,107440.25,Waste,DEKALB COUNTY LANDFILL,18370 SOMONAUK ROAD,DEKALB,IL,60115,DEKALB COUNTY
32.22,-88.01,107201.5,"Pulp and Paper,Waste",GEORGIA-PACIFIC NAHEOLA LLC,7530 HIGHWAY 114,PENNINGTON,AL,36916,CHOCTAW COUNTY
32.86,-117.03,107174.75,Waste,SYCAMORE LANDFILL,8514 MAST BLVD,SANTEE,CA,92071,SAN DIEGO COUNTY
40.91,-96.64,107136.25,Waste,BLUFF ROAD LANDFILL,6001 BLUFF RD,LINCOLN,NE,68517,LANCASTER COUNTY
38.97,-95.24,107067.25,Waste,Hamm Sanitary Landfill,16984 3rd Street,LAWRENCE,KS,66044,DOUGLAS COUNTY
26.40,-98.13,106855.25,Waste,CITY OF EDINBURG LANDFILL,900 E ENCINITOS RD,EDINBURG,TX,78539,HIDALGO COUNTY
34.14,-117.42,106841,Waste,Mid-Valley Sanitary Landfill,2390 North Alder Avenue,Rialto,CA,92377,SAN BERNARDINO COUNTY
34.35,-78.20,106759.25,"Pulp and Paper,Waste",International Paper-Riegelwood,865 JOHN L RIEGEL ROAD,RIEGELWOOD,NC,28456,Columbus
41.38,-96.25,106196.75,Waste,DOUGLAS COUNTY RECYCLING LANDFILL,14320 NORTH 216TH STREET,BENNINGTON,NE,68007,DOUGLAS COUNTY
36.69,-88.67,105987.25,Waste,WEST KENTUCKY LANDFILL,3426 US 45 S,MAYFIELD,KY,42066,GRAVES COUNTY
42.79,-84.69,105884.25,Waste,GRANGER Grand River Avenue Landfill,8550 W GRAND RIVER AVE,GRAND LEDGE,MI,48837,CLINTON COUNTY
36.12,-77.07,105511,Waste,EAST CAROLINA REGIONAL LANDFILL,1922 REPUBLICAN ROAD,AULANDER,NC,27805,BERTIE COUNTY
30.93,-85.43,105230.25,Waste,SPRINGHILL REGIONAL LANDFILL,4945 Hwy 273,CAMPBELLTON,FL,32426,JACKSON COUNTY
31.25,-94.70,105041,Waste,ANGELINA COUNTY WASTE MANAGEMENT CENTER,7521 FM 58,LUFKIN,TX,75901,ANGELINA COUNTY
35.74,-95.30,104996,"Pulp and Paper,Waste",Georgia Pacific Muskogee LLC,4901 CHANDLER RD.,MUSKOGEE,OK,74403,MUSKOGEE COUNTY
40.36,-75.71,104978.5,Waste,DELAWARE CNTY SWA/ROLLING HILLS MUNI WASTE LDFL,583 LONGVIEW ROAD,BOYERTOWN,PA,19512,BERKS COUNTY
43.72,-116.27,104823.75,Waste,Ada County Solid Waste Management,10300 Seaman's Gulch Road,Boise,ID,83714,ADA COUNTY
30.58,-96.25,104749.75,Waste,Rock Prairie Road Landfill,7600 East Rock Prairie Road,College Station,TX,77845,BRAZOS COUNTY
31.15,-88.17,104720,Waste,"Turkey Trot Landfill, LLC",2328 Mannish Ryan Rd.,Citronelle,AL,36522,WASHINGTON COUNTY
32.77,-96.96,104656,Waste,CITY OF GRAND PRAIRIE LANDFILL,1102 MACARTHUR BLVD,GRAND PRAIRIE,TX,75050,DALLAS COUNTY
33.68,-112.47,104312.75,Waste,Northwest Regional Landfill,19401 W. Deer Valley Rd,Surprise,AZ,85387,MARICOPA COUNTY
35.51,-78.43,104223.25,Waste,JOHNSTON COUNTY MSW LANDFILL,680 COUNTY HOME ROAD,SMITHFIELD,NC,27577,JOHNSTON COUNTY
40.44,-104.69,104170.25,"Other,Waste",JBS Swift Beef Company - Greeley Plant,800 North 8th Avenue,Greeley,CO,80632,WELD COUNTY
35.40,-97.46,103591.75,Waste,SOUTHEAST LANDFILL OKC,7001 S BRYANT,OKLAHOMA CITY,OK,73149,OKLAHOMA COUNTY
34.00,-85.17,103545.75,Waste,"ETC of Georgia, LLC - Grady Road Landfill",316 Grady Road,Rockmart,GA,30153,POLK COUNTY
46.90,-96.76,103401,"Minerals,Waste",AMERICAN CRYSTAL SUGAR - MOORHEAD,2500 NORTH 11TH STREET,MOORHEAD,MN,56560,CLAY COUNTY
41.26,-97.04,103364,Waste,BUTLER COUNTY LANDFILL INCORPORATED,3588 R RD,DAVID CITY,NE,68632,BUTLER COUNTY
45.56,-121.14,103166,Waste,WASCO COUNTY LANDFILL,2550 STEELE ROAD,THE DALLES,OR,97058,WASCO COUNTY
35.45,-97.65,103103.5,Waste,OKC WASTE DISPOSAL /OKLAHOMA CITY LNDFLL,7600 SW 15TH ST,OKLAHOMA CITY,OK,73128,OKLAHOMA COUNTY
37.54,-76.81,103044.25,"Pulp and Paper,Waste","WestRock CP, LLC - West Point Mill",1901 MAIN STREET,WEST POINT,VA,23181,KING WILLIAM COUNTY
34.61,-81.82,102638.75,Waste,UNION COUNTY REGIONAL MSW LANDFILL,898 WILDCAT RD,ENOREE,SC,29335,UNION COUNTY
38.28,-89.67,102461.5,"Other,Power Plants",PRAIRIE STATE GENERATING STATION,1739 NEW MARIGOLD RD.,MARISSA,IL,62257,WASHINGTON COUNTY
35.96,-79.93,102389.5,Waste,Kersey Valley MSW Landfill,3940 E. Kivett Drive,High Point,NC,27261,GUILFORD COUNTY
30.53,-96.03,102360.75,Waste,Twin Oaks Landfill,2690 SH 30,Anderson,TX,77830,
33.04,-96.95,102288.25,Waste,CAMELOT LANDFILL,580 HUFFINES BLVD,LEWISVILLE,TX,75056,DENTON COUNTY
32.90,-79.97,102057.25,"Pulp and Paper,Waste","WestRock Charleston Kraft, LLC",5600 VIRGINIA AVE,CHARLESTON,SC,29423,Charleston
31.58,-87.49,101842.5,"Pulp and Paper,Waste","ALABAMA RIVER CELLULOSE, LLC",2373 LENA LANDEGGER HWY,PERDUE HILL,AL,36470,MONROE COUNTY
33.60,-86.63,101565.25,Waste,"EASTERN AREA LANDFILL, BIRMINGHAM",2787 ALTON DRIVE,BIRMINGHAM,AL,35210,JEFFERSON COUNTY
34.29,-84.38,101513.5,Waste,PINE BLUFF LANDFILL,13809 E. CHEROKEE DR.,BALL GROUND,GA,30107,CHEROKEE COUNTY
37.38,-97.97,101447.25,Waste,PLUMB THICKET LANDFILL,440 NE 150TH ROAD,HARPER,KS,67058,HARPER COUNTY
34.52,-98.40,101368.25,Waste,LAWTON LANDFILL,8902 SW 11th STREET,LAWTON,OK,73501,COMANCHE COUNTY
40.75,-86.57,101271,"Other,Waste",TYSON FRESH MEATS INC,2125 SOUTH CR 125 WEST,LOGANSPORT,IN,46947,CASS COUNTY
31.53,-84.04,101204.75,Waste,Dougherty County - Fleming/Gaissert Rd Landfill,900 Gaissert Road,Albany,GA,31705,DOUGHERTY COUNTY
37.29,-80.21,101191.5,Waste,SMITH GAP REGIONAL LANDFILL,8484 BRADSHAW RD,SALEM,VA,24153,ROANOKE COUNTY
32.10,-96.42,100865,Waste,CITY OF CORSICANA LANDFILL,2050 Jester Drive,CORSICANA,TX,75110,NAVARRO COUNTY
41.02,-95.64,100814.25,Waste,Loess Hills Regional Sanitary Landfill,59722 290th St.,Malvern,IA,51551,MILLS COUNTY
45.80,-87.09,100760.5,"Pulp and Paper,Suppliers of CO2,Waste",Verso Escanaba LLC,7100 COUNTY ROAD 426,ESCANABA,MI,49829,DELTA COUNTY
36.15,-83.20,100362,Waste,Lakeway Sanitation & Recycling Class I,5155 Enka Highway,Lowland,TN,37778,HAMBLEN COUNTY
34.15,-118.18,100031.5,Waste,Scholl Canyon Landfill,7721 N. Figueroa Street,Los Angeles,CA,90041,LOS ANGELES COUNTY
37.31,-78.06,99882.5,Waste,MAPLEWOOD RECYCLING AND WASTE DISPOSAL,20221 MAPLEWOOD ROAD,JETERSVILLE,VA,23083,AMELIA COUNTY
30.80,-83.91,99867.25,Waste,City of Thomasville Municipal Solid Waste Landfill,88 Landfill Road,Thomasville,GA,31757,THOMAS COUNTY
38.08,-79.06,99377,Waste,AUGUSTA COUNTY SVC AUTHORITY LANDFILL,749 Christians Creek Road,STAUNTON,VA,24401,AUGUSTA COUNTY
32.50,-84.86,99184.5,Waste,Columbus Pine Grove MSWLF,7900 Pine Grove Way,Columbus,GA,31907,MUSCOGEE COUNTY
36.67,-76.89,98417.5,Waste,International Paper Franklin Landfill,33997 Lees Mill Road,Franklin,VA,23851,ISLE OF WIGHT COUNTY
36.29,-115.28,98375.25,Waste,APEX REGIONAL LANDFILL,13550 US HIGHWAY 93 NORTH,LAS VEGAS,NV,89165,CLARK COUNTY
28.93,-82.49,98348,Waste,CITRUS CO CENTRAL LANDFILL,230 W. GULF TO LAKE HIGHWAY,LECANTO,FL,34460,CITRUS COUNTY
34.74,-87.31,98226.75,Waste,International Paper-Courtland Mill,16504 COUNTY ROAD 150,COURTLAND,AL,35618,Lawrence
31.80,-92.18,97925.75,Waste,LA SALLE/GRANT PARISH SANITARY LANDFILL,,JENA,LA,71342,LA SALLE PARISH
39.95,-111.96,97139.5,Waste,BAYVIEW LANDFILL,"10800 South State Road 68, 764965",Elberta,UT,84626,UTAH COUNTY
35.33,-92.76,96772.75,Waste,CITY OF CONWAY LANDFILL & MRF,4550 64 HWY W,CONWAY,AR,72032,CONWAY COUNTY
42.78,-85.68,96717.5,Waste,KENT COUNTY DPW SOUTH KENT LANDFILL,10300 South Kent Drive SW,BYRON CENTER,MI,49315,KENT COUNTY
33.53,-88.67,96686.75,Waste,GOLDEN TRIANGLE REGIONAL SOLID WASTE MANAGEMENT AUTHORITY,2525 OLD WEST POINT ROAD,STARKVILLE,MS,39759,OKTIBBEHA COUNTY
40.02,-105.02,96633.25,Waste,FRONT RANGE LANDFILL,1830 WELD COUNTY ROAD 5,ERIE,CO,80516,WELD COUNTY
40.57,-74.19,96491,Waste,Fresh Kills Landfill,1010 Muldoon Avenue,Staten Island,NY,10312,RICHMOND COUNTY
35.31,-111.52,96436.5,Waste,CITY OF FLAGSTAFF - CINDER LAKE LANDFILL,6770 E. Landfill Road,FLAGSTAFF,AZ,86004,COCONINO COUNTY
34.00,-95.11,96390.25,"Pulp and Paper,Waste",International Paper - Valliant Mill,890 IP Lane,VALLIANT,OK,74764,MCCURTAIN COUNTY
42.72,-83.25,96347.25,Waste,WASTE MANAGEMENT OF MICHIGAN INC,600 W SILVER BELL RD,LAKE ORION,MI,48359,OAKLAND COUNTY
35.77,-80.82,96313.5,Waste,IREDELL CO-TWINS OAKS RD;3260,354 TWINS OAKS ROAD,STATESVILLE,NC,28625,IREDELL COUNTY
38.94,-75.85,96274.5,Waste,MIDSHORE II REGIONAL SOLID WASTE FACILITY,12236 River Road,Ridgely,MD,21660,CAROLINE COUNTY
38.40,-82.02,95819.25,Waste,"DISPOSAL SERVICE, INC. SANITARY LANDFILL",1100 STATE RTE 34 S,HURRICANE,WV,25526,PUTNAM COUNTY
39.02,-108.49,95483.75,Waste,MESA COUNTY LANDFILL,3071 COLO HWY 50,GRAND JUNCTION,CO,81503,MESA COUNTY
33.33,-81.95,95455.5,"Pulp and Paper,Waste",Graphic Packaging International - Augusta,4278 Mike Padgett Highway,Augusta,GA,30906,RICHMOND COUNTY
30.96,-81.72,95311,Waste,Camden County SR 110 MSW Landfill,5395 Highway 110,Woodbine,GA,31569,CAMDEN COUNTY
34.53,-92.41,95167.25,Waste,SALINE COUNTY REGIONAL WASTE MGMT DISTRICT LANDFILL,1851 W SARDIS RD,BAUXITE,AR,72011,SALINE COUNTY
42.78,-77.17,95066.25,Waste,ONTARIO CO LANDFILL,1879 ST RTE 5 & 20,STANLEY,NY,14561,ONTARIO COUNTY
30.10,-82.26,94664,Waste,NEW RIVER SOLID WASTE ASSOCIATION,24276 NE 157th Street,RAIFORD,FL,32083,UNION COUNTY
26.56,-81.52,94386,Waste,LEE/HENDRY COUNTY REGIONAL SOLID WASTE DISPOSAL FACILITY,5500 CHURCH ROAD,FELDA,FL,33930,HENDRY COUNTY
34.50,-110.34,93751.25,"Power Plants,Waste",Novo Biopower,4047 Catalyst Rd.,SNOWFLAKE,AZ,85937,NAVAJO COUNTY
35.23,-102.02,93302.5,Waste,CITY OF AMARILLO LANDFILL,16250 BEZNER DR,AMARILLO,TX,79124,POTTER COUNTY
39.34,-80.26,93189.75,Waste,MEADOWFILL LANDFILL,1488 Dawson Drive,BRIDGEPORT,WV,26330,HARRISON COUNTY
32.16,-93.56,93093.5,"Pulp and Paper,Waste",International Paper - Mansfield Mill,1202 LOUISIANA HIGHWAY 509,MANSFIELD,LA,71052,DE SOTO PARISH
37.87,-121.18,92908,Waste,FORWARD LANDFILL,9999 SOUTH AUSTIN ROAD,MANTECA,CA,95336,SAN JOAQUIN COUNTY
35.79,-89.96,92402.25,Waste,MISSISSIPPI COUNTY LANDFILL,1695 E COUNTY RD. 506,BLYTHEVILLE,AR,72315,MISSISSIPPI COUNTY
34.26,-85.13,91894.75,Waste,WALKER MOUNTAIN LANDFILL-ROME-FLOYD SW COMMISSION,433 Walker Mt. Road,ROME,GA,30161,FLOYD COUNTY
40.64,-111.93,91743.5,Waste,SALT LAKE VALLEY SOLID WASTE MANAGEMENT: SALT LAKE VALLEY LANDFILL & TRANSFER ST,6030 WEST 1300 SOUTH,SALT LAKE CITY,UT,84104,SALT LAKE COUNTY
41.16,-77.35,91668.25,Waste,CLINTON CNTY SOLID W/WAYNE TWP LDFL,264 Landfill Lane,MCELHATTAN,PA,17748,CLINTON COUNTY
38.04,-98.00,91595.5,Waste,RENO COUNTY MUNICIPAL SOLID WASTE LANDFILL,703 S MOHAWK,HUTCHINSON,KS,67501,RENO COUNTY
35.61,-81.31,91583.75,Waste,BLACKBURN SANITARY LANDFILL,3993 ROCKY FORD ROAD,NEWTON,NC,28658,CATAWBA COUNTY
33.19,-97.09,91216.5,Waste,CITY OF DENTON LANDFILL,1527 S MAYHILL RD,DENTON,TX,76208,DENTON COUNTY
36.07,-90.45,90461,Waste,NORTHEAST ARKANSAS REGIONAL SOLID WASTE MANAGEMENT DISTRICT,1810 GREENE 890 RD,PARAGOULD,AR,72450,GREENE COUNTY
32.22,-96.79,90201.75,Waste,CSC DISPOSAL AND LANDFILL,101 REPUBLIC WAY,AVALON,TX,76623,ELLIS COUNTY
